Unnamed: 0,gene_symbol,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,PPI,gene_ens
0,DPM1,0.16,0.0,0.32,0.0,0.0,0.0,0.0,-0.009235412,-0.239753503,0,0.436462277,0.666666667,12,ENSG00000000419
1,SCYL3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.024107291,-0.239753503,0,-0.242244029,1.0,7,ENSG00000000457
2,FGR,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.049854437,-0.239753503,0,-0.242244029,1.0,17,ENSG00000000938
3,CFH,0.103448276,0.0,0.413793103,0.0,0.0,0.034482759,0.0,-0.736930065,-0.239753503,0,2.472581193,0.8,7,ENSG00000000971
4,FUCA2,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.363815082,-0.239753503,0,-0.920950334,0.0,0,ENSG00000001036
5,NIPAL3,0.0,0.0,0.428571429,0.0,0.0,0.0,0.0,-0.558778812,-0.239753503,0,-0.242244029,1.0,3,ENSG00000001461
6,SEMA3F,0.0,0.0,0.75,0.0,0.0,0.0,0.0,-0.332977854,-0.239753503,0,-0.242244029,1.0,4,ENSG00000001617
7,CFTR,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.35297951,-0.239753503,0,-0.242244029,1.0,160,ENSG00000001626
8,ANKIB1,0.0,0.0,0.222222222,0.0,0.222222222,0.0,0.0,-0.115281657,-0.239753503,0,1.115168582,1.0,1,ENSG00000001629
9,HS3ST1,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.067280145,-0.239753503,0,-0.920950334,0.0,0,ENSG00000002587
10,AOC1,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,-1.539623573,-0.239753503,0,-0.242244029,0.0,3,ENSG00000002726
11,HECW1,0.4,0.0,0.16,0.0,0.0,0.0,0.0,-0.313965515,-0.239753503,0,0.436462277,0.285714286,7,ENSG00000002746
12,MAD1L1,0.304347826,0.0,0.565217391,0.0,0.0,0.0,0.0,0.394254481,2.539960328,0,-0.242244029,0.65,40,ENSG00000002822
13,LASP1,0.15,0.0,0.15,0.0,0.0,0.0,0.0,-0.237826306,-0.239753503,0,-0.242244029,0.5,42,ENSG00000002834
14,M6PR,0.0,0.277777778,0.0,0.0,0.0,0.0,0.0,-0.532807377,-0.239753503,0,-0.242244029,0.0,4,ENSG00000003056
15,DBNDD1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.123253937,-0.239753503,0,-0.242244029,0.0,0,ENSG00000003249
16,ALS2,0.090909091,0.0,0.227272727,0.0,0.0,0.0,0.0,0.054744148,-0.239753503,0,-0.242244029,0.714285714,4,ENSG00000003393
17,CASP10,0.0,0.0,0.454545455,0.0,0.0,0.0,0.0,-0.155025407,2.539960328,0,-0.242244029,1.0,6,ENSG00000003400
18,CFLAR,0.0,0.0,0.237288136,0.0,0.0,0.0,0.0,-0.071258898,2.539960328,0,0.436462277,1.0,20,ENSG00000003402
19,RBM5,0.0,0.022727273,0.0,0.0,0.113636364,0.0,0.0,0.367966304,-0.239753503,0,0.436462277,0.0,34,ENSG00000003756
20,MTMR7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,-0.06851863,-0.239753503,0,-0.242244029,0.5,12,ENSG00000003987
21,SLC7A2,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.173044863,-0.239753503,0,0.436462277,0.444444444,11,ENSG00000003989
22,SARM1,0.272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.089371458,-0.239753503,0,-0.920950334,0.0,0,ENSG00000004139
23,POLDIP2,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.236254637,-0.239753503,0,-0.920950334,0.0,0,ENSG00000004142
24,PLXND1,0.022727273,0.0,0.113636364,0.0,0.0,0.0,0.0,-0.090893817,-0.239753503,0,0.436462277,0.833333333,5,ENSG00000004399
25,AK2,0.0,0.0,0.384615385,0.0,0.153846154,0.0,0.0,0.247698329,-0.239753503,0,-0.242244029,1.0,16,ENSG00000004455
26,CD38,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,-1.543932101,-0.239753503,0,-0.242244029,0.0,0,ENSG00000004468
27,FKBP4,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.445750392,-0.239753503,0,-0.242244029,1.0,31,ENSG00000004478
28,KDM1A,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.298201913,-0.239753503,0,0.436462277,1.0,67,ENSG00000004487
29,RBM6,0.121212121,0.0,0.121212121,0.0,0.0,0.0,0.0,0.491867089,-0.239753503,0,-0.242244029,0.5,12,ENSG00000004534
30,RECQL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.454079481,-0.239753503,0,-0.242244029,1.0,13,ENSG00000004700
31,ARHGAP33,0.163265306,0.0,0.102040816,0.0,0.0,0.0,0.0,0.363463442,-0.239753503,0,0.436462277,0.384615385,21,ENSG00000004777
32,SLC22A16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.097655672,-0.239753503,0,-0.242244029,1.0,3,ENSG00000004809
33,ABCB5,0.0,0.222222222,0.777777778,0.0,0.0,0.0,0.0,0.004018505,-0.239753503,0,1.115168582,1.0,2,ENSG00000004846
34,SLC25A13,0.181818182,0.0,0.181818182,0.0,0.0,0.0,0.0,0.205628758,-0.239753503,0,-0.242244029,0.5,25,ENSG00000004864
35,CDC27,0.0,0.176470588,0.088235294,0.147058824,0.0,0.0,0.0,-0.154434756,2.539960328,0,0.436462277,1.0,35,ENSG00000004897
36,SLC4A1,0.185185185,0.0,0.074074074,0.0,0.0,0.0,0.0,-0.009088384,-0.239753503,0,-0.242244029,0.285714286,8,ENSG00000004939
37,CALCR,0.0,0.233333333,0.533333333,0.0,0.0,0.0,0.0,-0.019679099,-0.239753503,0,1.793874888,1.0,12,ENSG00000004948
38,DVL2,0.0,0.0,0.030534351,0.030534351,0.030534351,0.0,0.0,-0.153967933,-0.239753503,0,0.436462277,1.0,57,ENSG00000004975
39,PRSS22,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,-0.061617593,-0.239753503,0,-0.920950334,0.0,0,ENSG00000005001
40,UPF1,0.090909091,0.0,0.181818182,0.0,0.0,0.0,0.0,0.270062856,-0.239753503,0,0.436462277,0.666666667,52,ENSG00000005007
41,DHX33,0.0,0.0,0.529411765,0.0,0.0,0.0,0.0,0.128105118,-0.239753503,0,1.115168582,1.0,10,ENSG00000005100
42,THSD7A,0.0,0.181818182,0.272727273,0.0,0.0,0.0,0.0,-0.08803072,-0.239753503,0,1.793874888,1.0,1,ENSG00000005108
43,LIG3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.476510496,-0.239753503,0,-0.242244029,1.0,21,ENSG00000005156
44,ACSM3,0.117647059,0.0,0.235294118,0.0,0.0,0.0,0.0,0.419514947,-0.239753503,0,-0.242244029,0.666666667,3,ENSG00000005187
45,CIAPIN1,0.0,0.0,0.466666667,0.0,0.0,0.0,0.0,0.218637577,-0.239753503,0,-0.242244029,1.0,3,ENSG00000005194
46,SPPL2B,0.076923077,0.0,0.153846154,0.0,0.0,0.0,0.0,0.492659593,-0.239753503,0,-0.242244029,0.666666667,27,ENSG00000005206
47,CREBBP,0.193548387,0.0,0.258064516,0.064516129,0.0,0.0,0.0,-0.091468983,2.539960328,1,1.793874888,0.571428571,101,ENSG00000005339
48,MPO,0.05,0.0,0.1,0.0,0.0,0.0,0.0,-0.076044005,2.539960328,0,0.436462277,0.666666667,5,ENSG00000005381
49,PON1,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.020739035,-0.239753503,0,-0.242244029,1.0,2,ENSG00000005421
50,GCFC2,0.0,0.0,0.222222222,0.0,0.0,0.0,0.0,0.330960159,-0.239753503,0,-0.242244029,1.0,14,ENSG00000005436
51,CROT,0.3,0.0,0.3,0.0,0.0,0.0,0.0,-0.498342954,-0.239753503,0,-0.242244029,0.5,7,ENSG00000005469
52,ABCB4,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,-0.005987038,-0.239753503,0,0.436462277,0.615384615,10,ENSG00000005471
53,KMT2E,0.095238095,0.0,0.285714286,0.071428571,0.0,0.0,0.0,-0.332966656,-0.239753503,0,1.793874888,0.75,11,ENSG00000005483
54,RHBDD2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,-0.213429745,-0.239753503,0,-0.242244029,0.5,14,ENSG00000005486
55,IBTK,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.05541769,-0.239753503,0,-0.242244029,1.0,23,ENSG00000005700
56,MYCBP2,0.083333333,0.0,0.354166667,0.0,0.0,0.0,0.0,-0.417236034,-0.239753503,0,3.151287499,0.80952381,0,ENSG00000005810
57,ITGAL,0.06557377,0.0,0.213114754,0.0,0.0,0.0,0.0,0.041040227,-0.239753503,0,2.472581193,0.764705882,5,ENSG00000005844
58,PDK2,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,-0.609319719,-0.239753503,0,-0.242244029,1.0,6,ENSG00000005882
59,ITGA3,0.0,0.0,0.166666667,0.0,0.1,0.0,0.0,-0.822631004,2.539960328,0,0.436462277,1.0,13,ENSG00000005884
60,ZFX,0.333333333,0.0,0.416666667,0.0,0.0,0.0,0.0,-0.245286505,-0.239753503,0,-0.242244029,0.555555556,1,ENSG00000005889
61,ITGA2B,0.025,0.0,0.1,0.0,0.0,0.0,0.0,-0.041408047,2.539960328,0,1.793874888,0.8,14,ENSG00000005961
62,ASB4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.031862004,-0.239753503,0,-0.242244029,1.0,6,ENSG00000005981
63,GDE1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.13658155,-0.239753503,0,-0.242244029,1.0,5,ENSG00000006007
64,CRLF1,0.058823529,0.0,0.058823529,0.0,0.0,0.0,0.0,0.359079691,-0.239753503,0,-0.242244029,0.5,11,ENSG00000006016
65,KRT33A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004401919,-0.239753503,0,-0.920950334,0.0,0,ENSG00000006059
66,ABCC8,0.0,0.0,0.260869565,0.0,0.086956522,0.0,0.0,-0.30682301,-0.239753503,0,-0.242244029,1.0,10,ENSG00000006071
67,CACNG3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004862346,2.539960328,0,-0.920950334,0.0,0,ENSG00000006116
68,AP2B1,0.833333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.098088871,-0.239753503,0,-0.920950334,0.0,0,ENSG00000006125
69,TAC1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.059203778,-0.239753503,0,-0.242244029,1.0,33,ENSG00000006128
70,ZNF263,0.111111111,0.111111111,0.0,0.0,0.0,0.0,0.0,0.231117375,-0.239753503,0,-0.242244029,0.0,36,ENSG00000006194
71,CX3CL1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.802032922,2.539960328,0,-0.242244029,1.0,25,ENSG00000006210
72,SPATA20,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.382081323,-0.239753503,0,-0.242244029,1.0,12,ENSG00000006282
73,CACNA1G,0.5395189,0.0,0.213058419,0.109965636,0.0,0.085910653,0.0,0.007686285,2.539960328,0,0.436462277,0.283105023,2,ENSG00000006283
74,DLX6,0.0,0.0,0.0,0.181818182,0.0,0.0,0.0,0.11870553,-0.239753503,0,-0.242244029,0.0,2,ENSG00000006377
75,MAP3K9,0.24,0.12,0.36,0.0,0.0,0.0,0.0,0.196971153,-0.239753503,0,0.436462277,0.6,3,ENSG00000006432
76,BAIAP2L1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.769038554,-0.239753503,0,-0.242244029,1.0,18,ENSG00000006453
77,KDM7A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.307984143,-0.239753503,0,-0.242244029,0.0,3,ENSG00000006459
78,ETV1,0.303030303,0.0,0.0,0.0,0.363636364,0.0,0.0,0.041645289,2.539960328,0,-0.242244029,0.0,8,ENSG00000006468
79,AGK,0.0,0.285714286,0.285714286,0.0,0.0,0.0,0.0,0.248346344,-0.239753503,0,-0.242244029,1.0,24,ENSG00000006530
80,PHTF2,0.352941176,0.0,0.470588235,0.0,0.0,0.0,0.0,-0.248666286,-0.239753503,0,-0.242244029,0.571428571,5,ENSG00000006576
81,FARP2,0.214285714,0.0,0.285714286,0.0,0.0,0.0,0.0,0.060179816,-0.239753503,0,-0.242244029,0.571428571,17,ENSG00000006607
82,USH1C,0.0,0.0,0.357142857,0.214285714,0.0,0.0,0.0,-0.017199369,-0.239753503,0,-0.242244029,1.0,11,ENSG00000006611
83,GGCT,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.961695566,-0.239753503,0,-0.242244029,1.0,8,ENSG00000006625
84,TBXA2R,0.1875,0.125,0.375,0.0,0.0,0.0,0.0,-0.305739132,-0.239753503,0,1.115168582,0.666666667,33,ENSG00000006638
85,IFRD1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.35752073,-0.239753503,0,-0.242244029,1.0,6,ENSG00000006652
86,LGALS14,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.00331006,-0.239753503,0,-0.242244029,0.5,6,ENSG00000006659
87,GTF2IRD1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.061947179,-0.239753503,0,-0.920950334,0.0,0,ENSG00000006704
88,PAF1,0.071428571,0.071428571,0.0,0.0,0.0,0.0,0.0,0.138188509,-0.239753503,0,-0.242244029,0.0,22,ENSG00000006712
89,VPS41,0.0,0.166666667,0.333333333,0.0,0.0,0.0,0.0,-0.036996423,-0.239753503,0,0.436462277,1.0,4,ENSG00000006715
90,ARHGAP44,0.066666667,0.0,0.533333333,0.0,0.0,0.0,0.0,-0.107066377,-0.239753503,0,0.436462277,0.888888889,24,ENSG00000006740
91,SCIN,0.0,0.0,0.428571429,0.0,0.0,0.0,0.0,0.363113373,-0.239753503,0,-0.242244029,1.0,6,ENSG00000006747
92,ARSD,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.227471392,-0.239753503,0,-0.242244029,1.0,0,ENSG00000006756
93,PNPLA4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.148735905,-0.239753503,0,-0.242244029,1.0,1,ENSG00000006757
94,MYH13,0.3,0.0,0.45,0.0,0.0,0.0,0.0,0.024465836,-0.239753503,0,0.436462277,0.6,11,ENSG00000006788
95,CDKL3,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.030283903,-0.239753503,0,-0.242244029,1.0,8,ENSG00000006837
96,UPP2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.001026106,-0.239753503,0,-0.242244029,1.0,0,ENSG00000007001
97,PRSS21,0.0,0.0,0.363636364,0.0,0.0,0.0,0.0,-0.437037811,-0.239753503,0,-0.242244029,1.0,6,ENSG00000007038
98,MARK4,0.0,0.0,0.235294118,0.117647059,0.0,0.0,0.0,0.013140712,-0.239753503,0,1.115168582,1.0,20,ENSG00000007047
99,PROM1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.77688719,2.539960328,0,-0.920950334,0.0,0,ENSG00000007062
100,NOS2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.037491995,-0.239753503,0,1.115168582,1.0,21,ENSG00000007171
101,DNAH9,0.083333333,0.0,0.708333333,0.0,0.0,0.0,0.0,0.036144822,-0.239753503,0,2.472581193,0.894736842,2,ENSG00000007174
102,KIAA0100,0.0125,0.0,0.125,0.0,0.0,0.0,0.0,0.100993809,-0.239753503,0,0.436462277,0.909090909,4,ENSG00000007202
103,SLC13A2,0.375,0.0,0.0,0.0,0.0,0.0,0.0,-0.709262183,-0.239753503,0,-0.920950334,0.0,0,ENSG00000007216
104,GAS7,0.625,0.0,0.0,0.0,0.0,0.0,0.0,-0.406227129,-0.239753503,0,-0.920950334,0.0,0,ENSG00000007237
105,MATK,0.0,0.0,0.541666667,0.0,0.083333333,0.0,0.0,0.993201264,-0.239753503,0,-0.242244029,1.0,24,ENSG00000007264
106,CEACAM7,0.2,0.0,0.3,0.0,0.0,0.0,0.0,-0.092775249,-0.239753503,0,-0.242244029,0.6,0,ENSG00000007306
107,CD79B,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.176127735,-0.239753503,0,-0.920950334,0.0,0,ENSG00000007312
108,SCN4A,0.181818182,0.0,0.545454545,0.0,0.0,0.0,0.0,-0.061812902,-0.239753503,0,2.472581193,0.75,13,ENSG00000007314
109,TKTL1,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.017535006,-0.239753503,0,-0.920950334,0.0,0,ENSG00000007350
110,PAX6,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-0.031529521,-0.239753503,0,-0.242244029,0.0,27,ENSG00000007372
111,RPUSD1,0.071428571,0.0,0.142857143,0.0,0.0,0.0,0.0,0.565583983,-0.239753503,0,0.436462277,0.666666667,1,ENSG00000007376
112,RHBDF1,0.0,0.0,0.214285714,0.0,0.0,0.0,0.0,0.411583536,-0.239753503,0,0.436462277,1.0,2,ENSG00000007384
113,CACNA2D2,0.0,0.0,0.529411765,0.0,0.0,0.0,0.0,0.340521727,2.539960328,0,0.436462277,1.0,9,ENSG00000007402
114,BAIAP3,0.0,0.0,0.538461538,0.0,0.0,0.0,0.0,0.833795461,2.539960328,0,-0.242244029,1.0,2,ENSG00000007516
115,PIGQ,0.2,0.0,0.3,0.0,0.025,0.0,0.0,0.252234064,-0.239753503,0,0.436462277,0.6,8,ENSG00000007541
116,FMO3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.030128621,-0.239753503,0,0.436462277,1.0,2,ENSG00000007933
117,NOX1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.410538252,-0.239753503,0,-0.920950334,0.0,0,ENSG00000007952
118,JARID2,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.204771917,-0.239753503,0,-0.242244029,0.5,7,ENSG00000008083
119,CDKL5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.129958201,-0.239753503,0,-0.242244029,1.0,11,ENSG00000008086
120,CAMK1G,0.166666667,0.0,0.166666667,0.0,0.0,0.0,0.0,-0.554575077,-0.239753503,0,-0.242244029,0.5,3,ENSG00000008118
121,NADK,0.0,0.0,0.272727273,0.0,0.0,0.0,0.0,0.341810484,-0.239753503,0,-0.242244029,1.0,17,ENSG00000008130
122,TFAP2B,0.25,0.0,0.5,0.0,0.0,0.0,0.0,-0.09679431,-0.239753503,0,-0.242244029,0.666666667,4,ENSG00000008196
123,TFAP2D,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.002534264,-0.239753503,0,0.436462277,1.0,13,ENSG00000008197
124,DLEC1,0.157894737,0.0,0.105263158,0.0,0.0,0.0,0.0,-0.052765282,-0.239753503,0,0.436462277,0.4,2,ENSG00000008226
125,CYTH3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.636715719,-0.239753503,0,0.436462277,1.0,5,ENSG00000008256
126,ADAM22,0.0,0.0,0.428571429,0.0,0.0,0.0,0.0,-0.436802548,-0.239753503,0,-0.242244029,1.0,3,ENSG00000008277
127,SYPL1,0.0,0.0,0.5,0.25,0.0,0.0,0.0,-0.333441735,-0.239753503,0,-0.242244029,1.0,2,ENSG00000008282
128,SPAG9,0.0,0.0,0.625,0.0,0.0,0.0,0.0,-0.283986438,-0.239753503,0,-0.242244029,1.0,29,ENSG00000008294
129,CELSR3,0.051282051,0.0,0.153846154,0.025641026,0.0,0.0,0.0,0.333212444,-0.239753503,0,2.472581193,0.75,7,ENSG00000008300
130,AASS,0.222222222,0.0,0.222222222,0.0,0.0,0.0,0.0,0.009278734,-0.239753503,0,-0.242244029,0.5,0,ENSG00000008311
131,NFIX,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.302792658,-0.239753503,0,-0.242244029,1.0,9,ENSG00000008441
132,ST3GAL1,0.0,0.0,0.307692308,0.0,0.0,0.0,0.0,-0.618456481,-0.239753503,0,-0.242244029,1.0,15,ENSG00000008513
133,MMP25,0.0,0.0,0.222222222,0.0,0.0,0.0,0.0,0.114819042,-0.239753503,0,-0.242244029,1.0,0,ENSG00000008516
134,PKD1,0.020618557,0.0,0.056701031,0.0,0.025773196,0.0,0.0,-0.264249195,-0.239753503,0,3.151287499,0.733333333,13,ENSG00000008710
135,MED24,0.071428571,0.0,0.06122449,0.0,0.0,0.0,0.0,0.101948414,-0.239753503,0,-0.242244029,0.461538462,31,ENSG00000008838
136,RHOBTB2,0.44,0.0,0.0,0.0,0.0,0.0,0.0,-0.625472788,-0.239753503,0,-0.920950334,0.0,0,ENSG00000008853
137,HEATR5B,0.25,0.0,0.125,0.125,0.0,0.0,0.0,0.143321795,-0.239753503,0,0.436462277,0.333333333,7,ENSG00000008869
138,UBE3C,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.02402669,-0.239753503,0,0.436462277,1.0,21,ENSG00000009335
139,REV3L,0.0,0.0,0.395348837,0.11627907,0.139534884,0.0,0.0,-0.465154759,-0.239753503,0,1.115168582,1.0,6,ENSG00000009413
140,TENM1,0.307692308,0.0,0.307692308,0.0,0.0,0.153846154,0.0,0.521121842,-0.239753503,0,-0.242244029,0.5,5,ENSG00000009694
141,MASP2,0.0,0.0,0.095238095,0.0,0.0,0.0,0.0,-0.012927451,-0.239753503,0,0.436462277,1.0,2,ENSG00000009724
142,IYD,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.034825898,-0.239753503,0,-0.242244029,1.0,1,ENSG00000009765
143,TRAF3IP3,0.0,0.0,0.571428571,0.0,0.0,0.0,0.0,0.03664748,-0.239753503,0,-0.242244029,1.0,12,ENSG00000009790
144,MLXIPL,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.072159731,-0.239753503,0,-0.242244029,1.0,10,ENSG00000009950
145,BAZ1B,0.0,0.0,0.888888889,0.0,0.0,0.0,0.0,-0.091276979,-0.239753503,0,1.115168582,1.0,27,ENSG00000009954
146,RANBP9,0.166666667,0.0,0.333333333,0.0,0.0,0.0,0.0,0.104346588,-0.239753503,0,0.436462277,0.666666667,44,ENSG00000010017
147,METTL13,0.3,0.066666667,0.1,0.0,0.0,0.0,0.0,0.040092401,-0.239753503,0,0.436462277,0.25,13,ENSG00000010165
148,DYRK4,0.107142857,0.0,0.214285714,0.0,0.0,0.0,0.0,-0.04792031,-0.239753503,0,0.436462277,0.666666667,3,ENSG00000010219
149,UQCRC1,0.0,0.0,0.111111111,0.0,0.0,0.0,0.0,0.118748569,-0.239753503,0,0.436462277,1.0,18,ENSG00000010256
150,CD9,0.153846154,0.0,0.346153846,0.0,0.0,0.0,0.0,-0.447843571,-0.239753503,0,0.436462277,0.692307692,37,ENSG00000010278
151,NCAPD2,0.0,0.0,0.095238095,0.0,0.142857143,0.0,0.0,-0.069603512,-0.239753503,0,-0.242244029,1.0,18,ENSG00000010292
152,IFFO1,0.0,0.0,0.538461538,0.0,0.0,0.0,0.0,-0.278029979,-0.239753503,0,-0.242244029,1.0,13,ENSG00000010295
153,PHF7,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.079107371,-0.239753503,0,-0.242244029,0.714285714,5,ENSG00000010318
154,SEMA3G,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.033688197,-0.239753503,0,0.436462277,1.0,0,ENSG00000010319
155,NISCH,0.173913043,0.0,0.086956522,0.0,0.0,0.0,0.0,-0.00971015,-0.239753503,0,-0.242244029,0.333333333,11,ENSG00000010322
156,STAB1,0.044444444,0.0,0.044444444,0.0,0.0,0.0,0.0,0.048006914,-0.239753503,0,-0.242244029,0.5,5,ENSG00000010327
157,SLC6A13,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.000472969,-0.239753503,0,-0.242244029,1.0,2,ENSG00000010379
158,CD4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.083833843,2.539960328,0,-0.242244029,1.0,20,ENSG00000010610
159,LRRC23,0.0,0.0,0.785714286,0.0,0.0,0.0,0.0,-0.05763298,-0.239753503,0,-0.242244029,1.0,1,ENSG00000010626
160,BTK,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.037401131,-0.239753503,0,-0.242244029,1.0,36,ENSG00000010671
161,SCMH1,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.110870965,-0.239753503,0,1.115168582,1.0,7,ENSG00000010803
162,FYN,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,-0.233687471,-0.239753503,0,-0.242244029,1.0,160,ENSG00000010810
163,HIVEP2,0.2,0.0,0.8,0.0,0.0,0.0,0.0,-0.211030823,-0.239753503,0,0.436462277,0.8,5,ENSG00000010818
164,FMO1,0.166666667,0.0,0.333333333,0.0,0.041666667,0.0,0.0,-0.07635523,-0.239753503,0,1.115168582,0.666666667,0,ENSG00000010932
165,MRC2,0.185185185,0.0,0.074074074,0.0,0.0,0.0,0.0,-0.534476199,-0.239753503,0,0.436462277,0.285714286,7,ENSG00000011028
166,SLC6A7,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.01794997,-0.239753503,0,-0.242244029,1.0,0,ENSG00000011083
167,TSPAN9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.056591048,-0.239753503,0,-0.920950334,0.0,0,ENSG00000011105
168,BTBD7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,-0.220965312,-0.239753503,0,-0.242244029,0.5,2,ENSG00000011114
169,APBA3,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.159071656,-0.239753503,0,-0.242244029,1.0,14,ENSG00000011132
170,MKS1,0.0,0.0,0.416666667,0.0,0.0,0.0,0.0,0.179940614,-0.239753503,0,0.436462277,1.0,14,ENSG00000011143
171,AKAP8L,0.0,0.0,0.261904762,0.0,0.0,0.0,0.0,0.262204094,-0.239753503,0,0.436462277,1.0,57,ENSG00000011243
172,RNF216,0.533333333,0.0,0.133333333,0.0,0.0,0.0,0.0,-0.193468067,-0.239753503,0,-0.242244029,0.2,4,ENSG00000011275
173,TTC19,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.184730987,-0.239753503,0,-0.920950334,0.0,0,ENSG00000011295
174,PTBP1,0.083333333,0.0,0.226190476,0.0,0.0,0.0,0.0,0.337267321,-0.239753503,0,0.436462277,0.730769231,46,ENSG00000011304
175,DPF1,0.0,0.0,0.733333333,0.0,0.0,0.0,0.0,0.096139785,-0.239753503,0,-0.242244029,1.0,11,ENSG00000011332
176,SYT7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.884405657,-0.239753503,0,-0.242244029,1.0,5,ENSG00000011347
177,LARS2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.199315281,-0.239753503,0,-0.242244029,1.0,12,ENSG00000011376
178,PIK3C2A,0.0,0.0,0.428571429,0.0,0.0,0.0,0.0,-0.238575982,-0.239753503,0,0.436462277,1.0,33,ENSG00000011405
179,ANLN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.251760178,-0.239753503,0,-0.242244029,1.0,158,ENSG00000011426
180,DCN,0.0,0.0,0.774193548,0.0,0.0,0.0,0.0,-0.962404389,-0.239753503,0,0.436462277,1.0,15,ENSG00000011465
181,QPCTL,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.583350834,-0.239753503,0,-0.242244029,1.0,14,ENSG00000011478
182,PPP5C,0.0,0.0,0.157894737,0.105263158,0.0,0.0,0.0,0.122524167,2.539960328,0,0.436462277,1.0,31,ENSG00000011485
183,MAP4K3,0.428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.07769215,2.539960328,0,-0.920950334,0.0,0,ENSG00000011566
